,size (Mb),write time (s),read time (s)
0,0.1155853271484375,0.017874479293823242,0.0029900074005126953
1,0.2300262451171875,0.0020112991333007812,0.001997709274291992
2,0.3444671630859375,0.0030014514923095703,0.003033876419067383
3,0.4589080810546875,0.0020003318786621094,0.005999565124511719
4,0.5733489990234375,0.003988504409790039,0.001989126205444336
5,0.6877899169921875,0.0029997825622558594,0.004998922348022461
6,0.8022308349609375,0.0040400028228759766,0.0040552616119384766
7,0.9166717529296875,0.003999233245849609,0.0019965171813964844
8,1.0311126708984375,0.005965709686279297,0.0030059814453125
9,1.1455535888671875,0.0060045719146728516,0.00399470329284668
10,1.2599945068359375,0.0039942264556884766,0.004034757614135742
11,1.3744354248046875,0.003992557525634766,0.001999378204345703
12,1.4888763427734375,0.00900125503540039,0.003998517990112305
13,1.6033172607421875,0.004994630813598633,0.003000497817993164
14,1.7177581787109375,0.005957365036010742,0.003000497817993164
15,1.8321990966796875,0.0050051212310791016,0.005002498626708984
16,1.9466400146484375,0.003989458084106445,0.005049228668212891
17,2.0610809326171875,0.004996299743652344,0.002998828887939453
18,2.1755218505859375,0.008003473281860352,0.0029904842376708984
19,2.2899627685546875,0.004000425338745117,0.00500798225402832
20,2.4044036865234375,0.003998517990112305,0.0049591064453125
21,2.5188446044921875,0.004998445510864258,0.005997180938720703
22,2.6332855224609375,0.004994869232177734,0.0050656795501708984
23,2.7477264404296875,0.006031513214111328,0.003954887390136719
24,2.8621673583984375,0.004996538162231445,0.003000497817993164
25,2.9766082763671875,0.0069997310638427734,0.003998517990112305
26,3.0910491943359375,0.007998466491699219,0.006007194519042969
27,3.2054901123046875,0.004996061325073242,0.005010128021240234
28,3.3199310302734375,0.005997180938720703,0.00602269172668457
29,3.4343719482421875,0.005995512008666992,0.006037235260009766
30,3.5488128662109375,0.0059850215911865234,0.007016897201538086
31,3.6632537841796875,0.008001089096069336,0.004997730255126953
32,3.7776947021484375,0.010001420974731445,0.004000425338745117
33,3.8921356201171875,0.010001182556152344,0.002999544143676758
34,4.0065765380859375,0.008997201919555664,0.00399327278137207
35,4.1210174560546875,0.010001420974731445,0.003991365432739258
36,4.2354583740234375,0.010001420974731445,0.0029985904693603516
37,4.3498992919921875,0.011999130249023438,0.004001140594482422
38,4.4643402099609375,0.007984399795532227,0.002995729446411133
39,4.5787811279296875,0.006997346878051758,0.005984783172607422
40,4.6932220458984375,0.01200103759765625,0.004998445510864258
41,4.8076629638671875,0.00796365737915039,0.006030559539794922
42,4.9221038818359375,0.012972354888916016,0.007961034774780273
43,5.0365447998046875,0.011003732681274414,0.002998828887939453
44,5.1509857177734375,0.013000965118408203,0.004998207092285156
45,5.2654266357421875,0.008003950119018555,0.004997968673706055
46,5.3798675537109375,0.012000799179077148,0.0039997100830078125
47,5.4943084716796875,0.010997295379638672,0.0040013790130615234
48,5.6087493896484375,0.006997346878051758,0.007002115249633789
49,5.7231903076171875,0.009011030197143555,0.005985260009765625
50,5.8376312255859375,0.012998580932617188,0.005000591278076172
51,5.9520721435546875,0.006980419158935547,0.006995439529418945
52,6.0665130615234375,0.00999903678894043,0.0049724578857421875
53,6.1809539794921875,0.008997678756713867,0.012007951736450195
54,6.2953948974609375,0.007998466491699219,0.011000871658325195
55,6.4098358154296875,0.012018203735351562,0.004992485046386719
56,6.5242767333984375,0.008986949920654297,0.01000070571899414
57,6.6387176513671875,0.00897979736328125,0.008002996444702148
58,6.7531585693359375,0.01200413703918457,0.00400090217590332
59,6.8675994873046875,0.011997699737548828,0.0060045719146728516
60,6.9820404052734375,0.01099848747253418,0.005999565124511719
61,7.0964813232421875,0.012998342514038086,0.00500178337097168
62,7.2109222412109375,0.011049270629882812,0.004998207092285156
63,7.3253631591796875,0.01199960708618164,0.010000228881835938
64,7.4398040771484375,0.012998819351196289,0.005999088287353516
65,7.5542449951171875,0.011040449142456055,0.008970260620117188
66,7.6686859130859375,0.02400040626525879,0.012001752853393555
67,7.7831268310546875,0.017000436782836914,0.010001659393310547
68,7.8975677490234375,0.013997077941894531,0.010001182556152344
69,8.012008666992188,0.014995336532592773,0.009000778198242188
70,8.126449584960938,0.011995077133178711,0.007996797561645508
71,8.240890502929688,0.014995574951171875,0.012047767639160156
72,8.355331420898438,0.016002893447875977,0.00699615478515625
73,8.469772338867188,0.018996715545654297,0.011002063751220703
74,8.584213256835938,0.014998435974121094,0.01005411148071289
75,8.698654174804688,0.012001991271972656,0.008997917175292969
76,8.813095092773438,0.013999223709106445,0.00799703598022461
77,8.927536010742188,0.016003131866455078,0.009996652603149414
78,9.041976928710938,0.016007661819458008,0.009003162384033203
79,9.156417846679688,0.017000913619995117,0.009999275207519531
80,9.270858764648438,0.0189974308013916,0.012001276016235352
81,9.385299682617188,0.012972831726074219,0.01491999626159668
82,9.499740600585938,0.011996984481811523,0.010012626647949219
83,9.614181518554688,0.01399850845336914,0.00900578498840332
84,9.728622436523438,0.013999223709106445,0.007999181747436523
85,9.843063354492188,0.01399993896484375,0.00705265998840332
86,9.957504272460938,0.013999223709106445,0.0050008296966552734
87,10.071945190429688,0.012998342514038086,0.005978107452392578
88,10.186386108398438,0.012997627258300781,0.00600433349609375
89,10.300827026367188,0.012997150421142578,0.007998943328857422
90,10.415267944335938,0.01499795913696289,0.006996631622314453
91,10.529708862304688,0.017044782638549805,0.005999326705932617
92,10.644149780273438,0.0179898738861084,0.008005619049072266
93,10.758590698242188,0.015998125076293945,0.010013103485107422
94,10.873031616210938,0.015000343322753906,0.006000518798828125
95,10.987472534179688,0.01599884033203125,0.009001493453979492
96,11.101913452148438,0.014998674392700195,0.009001016616821289
97,11.216354370117188,0.014998197555541992,0.009003162384033203
98,11.330795288085938,0.01799917221069336,0.012001276016235352
99,11.445236206054688,0.015011310577392578,0.009980201721191406
100,11.559677124023438,0.019001483917236328,0.010001182556152344
101,11.674118041992188,0.01599717140197754,0.007970333099365234
102,11.788558959960938,0.01500082015991211,0.006999015808105469
103,11.902999877929688,0.016997814178466797,0.011031866073608398
104,12.017440795898438,0.01599907875061035,0.011948823928833008
105,12.131881713867188,0.016019582748413086,0.010000944137573242
106,12.246322631835938,0.015996694564819336,0.013000726699829102
107,12.360763549804688,0.02007126808166504,0.01098179817199707
108,12.475204467773438,0.016994237899780273,0.0070018768310546875
109,12.589645385742188,0.01799798011779785,0.013002872467041016
110,12.704086303710938,0.015964269638061523,0.006994009017944336
111,12.818527221679688,0.018000364303588867,0.005999326705932617
112,12.932968139648438,0.02296304702758789,0.00999903678894043
113,13.047409057617188,0.016997337341308594,0.009005308151245117
114,13.161849975585938,0.020029544830322266,0.010997295379638672
115,13.276290893554688,0.016997575759887695,0.013033628463745117
116,13.390731811523438,0.029877662658691406,0.01699995994567871
117,13.505172729492188,0.017997026443481445,0.01299905776977539
118,13.619613647460938,0.019000768661499023,0.010022878646850586
119,13.734054565429688,0.016999483108520508,0.010004758834838867
120,13.848495483398438,0.023001670837402344,0.007996320724487305
121,13.962936401367188,0.016998291015625,0.00900125503540039
122,14.077377319335938,0.01799917221069336,0.011000633239746094
123,14.191818237304688,0.02293539047241211,0.0069963932037353516
124,14.306259155273438,0.01699972152709961,0.012999773025512695
125,14.420700073242188,0.019025802612304688,0.006999969482421875
126,14.535140991210938,0.017996549606323242,0.011032581329345703
127,14.649581909179688,0.02199864387512207,0.01100015640258789
128,14.764022827148438,0.01799798011779785,0.009977579116821289
129,14.878463745117188,0.02100229263305664,0.008077621459960938
130,14.992904663085938,0.020000457763671875,0.006966114044189453
131,15.107345581054688,0.021999359130859375,0.011993646621704102
132,15.221786499023438,0.03201127052307129,0.013999700546264648
133,15.336227416992188,0.018997669219970703,0.009003162384033203
134,15.450668334960938,0.023007631301879883,0.009999513626098633
135,15.565109252929688,0.02400040626525879,0.010028362274169922
136,15.679550170898438,0.024000883102416992,0.010874748229980469
137,15.793991088867188,0.021008968353271484,0.007001161575317383
138,15.908432006835938,0.01900005340576172,0.012996673583984375
139,16.022872924804688,0.02100348472595215,0.015001296997070312
140,16.137313842773438,0.021991729736328125,0.007961511611938477
141,16.251754760742188,0.0189974308013916,0.012004613876342773
142,16.366195678710938,0.02299785614013672,0.010007143020629883
143,16.480636596679688,0.021997690200805664,0.009997844696044922
144,16.595077514648438,0.024593830108642578,0.011047124862670898
145,16.709518432617188,0.022000789642333984,0.009994029998779297
146,16.823959350585938,0.024999618530273438,0.013001441955566406
147,16.938400268554688,0.03302931785583496,0.01101374626159668
148,17.052841186523438,0.020875215530395508,0.010000944137573242
149,17.167282104492188,0.022983551025390625,0.010003089904785156
150,17.281723022460938,0.023993730545043945,0.012025833129882812
151,17.396163940429688,0.022996902465820312,0.011002779006958008
152,17.510604858398438,0.022995948791503906,0.0110015869140625
153,17.625045776367188,0.02399468421936035,0.012032032012939453
